"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.35277e+00,-4.55934e-01,1.40565e-18,4.26200e+01,5.37901e+00,1.20173e+00,1.00000e+00
2.14810e+00,1.61287e+00,7.20608e-18,3.68590e+01,6.47901e+00,1.20173e+00,1.00000e+00
1.50570e+00,-1.14538e+00,6.97079e-18,3.85982e+01,7.57937e+00,1.20222e+00,1.00000e+00
1.26276e+00,1.14149e+00,-4.33248e-18,4.05455e+01,2.07937e+00,1.20222e+00,1.00000e+00
2.74661e+00,7.88472e-01,-2.43654e-18,2.72401e+01,1.19794e+01,1.20222e+00,1.00000e+00
2.14088e+00,-8.29179e-01,-3.64071e-18,3.66712e+01,9.77937e+00,1.20222e+00,1.00000e+00
2.72096e+00,-4.44374e-01,5.45622e-19,2.87361e+01,1.41794e+01,1.20222e+00,1.00000e+00
2.92762e+00,1.71556e+00,2.49719e-18,2.26219e+01,1.63783e+01,1.20143e+00,1.00000e+00
3.09611e+00,-8.43632e-01,1.52134e-18,2.71859e+01,1.30783e+01,1.20143e+00,1.00000e+00
2.70096e+00,1.24240e+00,2.06853e-18,3.37752e+01,1.08783e+01,1.20143e+00,1.00000e+00
2.61565e+00,1.05156e+00,4.68378e-18,3.66471e+01,8.67827e+00,1.20143e+00,1.00000e+00
1.98442e+00,-1.13802e+00,-5.26053e-18,3.98548e+01,4.27827e+00,1.20143e+00,1.00000e+00
2.14915e+00,2.94910e-01,2.22598e-19,3.02479e+00,2.16614e+01,9.57405e-01,1.00000e+00
3.45265e+00,1.67828e-01,3.32186e-19,2.40901e+00,2.17098e+01,1.08544e+00,1.00000e+00
2.36684e+00,-3.15851e-01,5.89040e-18,2.91366e+01,1.52785e+01,1.20186e+00,1.00000e+00
1.59195e+00,6.79787e-01,6.50677e-19,3.78845e+01,3.17848e+00,1.20186e+00,1.00000e+00
2.82405e+00,-8.78929e-01,1.72807e-18,3.82386e+01,4.05890e+00,1.30680e+00,1.00000e+00
3.87049e+00,-6.19176e-01,-4.83702e-18,2.58134e+01,1.28589e+01,1.30680e+00,1.00000e+00
2.72616e+00,1.02158e+00,-2.04318e-18,2.67806e+01,1.61589e+01,1.30680e+00,1.00000e+00
2.36779e+00,5.69021e-01,6.12099e-18,3.86933e+01,8.45890e+00,1.30680e+00,1.00000e+00
2.47951e+00,7.30840e-01,-5.30534e-18,3.59747e+01,1.06589e+01,1.30680e+00,1.00000e+00
2.59912e+00,-2.41628e-01,-4.15752e-18,2.88788e+01,1.50585e+01,1.30732e+00,1.00000e+00
1.68781e+00,4.49677e-01,0.00000e+00,3.91108e+01,2.95853e+00,1.30732e+00,1.00000e+00
5.20514e+00,-5.67899e-02,-1.48521e-20,9.76157e-01,2.20749e+01,1.67656e+00,1.00000e+00
5.29656e+00,-6.33780e-02,4.89287e-20,3.40637e+00,2.12484e+01,1.67110e+00,1.00000e+00
7.73238e-01,1.38166e-01,-4.79712e-17,3.66778e+01,3.63169e+00,1.08222e+00,1.00000e+00
9.51054e-01,1.44781e-01,-1.58376e-17,4.05837e+01,8.03168e+00,1.08222e+00,1.00000e+00
1.21875e+00,1.86873e-01,9.22995e-18,3.82049e+01,1.02317e+01,1.08222e+00,1.00000e+00
1.39134e+00,5.93197e-02,5.86730e-18,2.44589e+01,1.24317e+01,1.08222e+00,1.00000e+00
1.33712e+00,2.71328e-01,-4.81853e-18,2.97464e+01,1.57317e+01,1.08222e+00,1.00000e+00
3.99894e-01,4.42599e-01,-2.16244e-17,3.98963e+01,2.53168e+00,1.08222e+00,1.00000e+00
2.10299e+00,-1.81632e-01,2.63300e-18,2.91969e+01,1.46317e+01,1.08222e+00,1.00000e+00
1.70210e+00,1.50448e+00,-9.19293e-18,4.60279e+01,9.73683e-01,1.19603e+00,1.00000e+00
4.36558e+00,-2.01668e-01,-2.73357e-20,2.57702e+01,1.25151e+01,1.43382e+00,1.00000e+00
2.54904e+00,1.74887e-01,-2.18020e-19,3.70154e+01,1.03151e+01,1.43382e+00,1.00000e+00
2.53549e+00,4.77598e-02,1.78263e-20,3.95578e+01,8.11513e+00,1.43382e+00,1.00000e+00
2.62540e+00,2.91393e-01,-1.95524e-18,2.84408e+01,1.58148e+01,1.43380e+00,1.00000e+00
3.52755e+00,-3.80003e-01,-2.82481e-21,3.75804e+01,3.71483e+00,1.43380e+00,1.00000e+00
2.84543e+00,-1.95344e-01,-1.01061e-17,2.89293e+01,1.47151e+01,1.43385e+00,1.00000e+00
2.72677e+00,3.17732e-01,-8.05837e-18,3.98967e+01,2.61514e+00,1.43385e+00,1.00000e+00
4.85750e+00,-1.66445e-01,-2.40375e-19,4.08001e+00,2.10362e+01,1.44816e+00,1.00000e+00
2.93340e+00,-2.23717e-01,-1.39931e-18,2.89097e+01,1.44383e+01,1.43842e+00,1.00000e+00
2.61334e+00,-1.39538e-01,-2.13840e-18,3.71779e+01,1.00383e+01,1.43841e+00,1.00000e+00
2.61364e+00,-3.02110e-01,1.36640e-17,3.95324e+01,7.83832e+00,1.43841e+00,1.00000e+00
2.78391e+00,5.02723e-01,5.53517e-18,4.05815e+01,2.33832e+00,1.43842e+00,1.00000e+00
4.37274e+00,8.24739e-02,-1.07466e-18,2.63216e+01,1.22383e+01,1.43841e+00,1.00000e+00
1.81121e+00,-1.14672e+00,-3.48076e-18,3.66639e+01,7.44815e+00,1.19666e+00,1.00000e+00
2.43768e+00,-8.71219e-01,-3.71055e-19,3.55096e+01,9.64815e+00,1.19666e+00,1.00000e+00
2.31597e+00,7.45092e-01,-8.48126e-20,2.89417e+01,1.18482e+01,1.19666e+00,1.00000e+00
2.87196e+00,-4.61861e-01,2.54201e-19,2.83943e+01,1.40482e+01,1.19666e+00,1.00000e+00
1.09470e+00,1.56686e+00,-1.91691e-18,4.26540e+01,1.94815e+00,1.19666e+00,1.00000e+00
2.56137e+00,1.28214e-02,-6.50447e-18,2.89846e+01,1.55375e+01,1.43570e+00,1.00000e+00
3.42535e+00,-2.74193e-02,1.96869e-22,3.75322e+01,3.43747e+00,1.43570e+00,1.00000e+00
1.35271e+00,4.05764e-01,2.55209e-18,3.25772e+00,2.16181e+01,8.09983e-01,1.00000e+00
2.89034e+00,7.71593e-01,2.12495e-19,1.05549e+01,1.95480e+01,1.19640e+00,1.00000e+00
3.82215e+00,-1.64631e-01,3.99358e-19,4.19618e+00,2.06480e+01,1.19639e+00,1.00000e+00
2.84370e+00,1.05696e+00,-4.16915e-19,1.93678e+01,1.84480e+01,1.19640e+00,1.00000e+00
1.81189e+00,1.75747e+00,-2.02935e-22,4.00471e+01,6.34798e+00,1.19640e+00,1.00000e+00
2.47510e+00,-7.61431e-01,-1.43382e-18,1.95092e+01,1.73480e+01,1.19640e+00,1.00000e+00
1.61513e+00,-4.24287e-01,8.16799e-18,4.21735e+01,5.24798e+00,1.19640e+00,1.00000e+00
4.75743e+00,1.52379e-01,1.73808e-19,5.89100e+00,2.00088e+01,1.33263e+00,1.00000e+00
4.20718e+00,5.76581e-01,6.74642e-19,1.40598e+01,1.89088e+01,1.33263e+00,1.00000e+00
3.05469e+00,-2.33218e-01,-3.19150e-18,2.18308e+01,1.78088e+01,1.33263e+00,1.00000e+00
3.99529e+00,5.28586e-01,-2.07119e-18,1.96931e+01,1.67088e+01,1.33263e+00,1.00000e+00
1.76128e+00,7.82494e-01,-3.84143e-18,4.52672e+01,1.30663e+00,1.33259e+00,1.00000e+00
2.09766e+00,-4.91319e-01,4.83398e-18,4.16138e+01,4.60877e+00,1.33263e+00,1.00000e+00
3.16703e+00,3.71112e-01,2.75735e-18,3.55033e+01,6.80877e+00,1.33263e+00,1.00000e+00
